"subjID","Mag","Val","cond1","cond2","choice","ACC","absOut","rltOut"
208,"Lo","gain",6,2,2,1,0.1,1
208,"Hi","gain",5,1,2,1,1,1
208,"Hi","loss",7,3,2,1,0,1
208,"Lo","gain",6,2,2,1,0.1,1
208,"Hi","gain",5,1,2,1,0,0
208,"Hi","gain",5,1,2,1,1,1
209,"Hi","gain",1,1,2,1,0,0
209,"Lo","gain",2,2,2,1,0.1,1
209,"Lo","gain",2,2,2,1,0.1,1
209,"Hi","loss",3,3,2,1,0,1
209,"Hi","loss",3,3,1,0,0,1
209,"Lo","gain",2,2,2,1,0,0
209,"Lo","loss",4,4,1,0,0,1
209,"Hi","gain",1,1,1,0,0,0
209,"Lo","loss",4,4,2,1,0,1
209,"Hi","loss",3,3,2,1,0,1
209,"Lo","loss",4,4,2,1,-0.1,0
209,"Lo","loss",4,4,1,0,-0.1,0
209,"Hi","gain",1,1,1,0,0,0
209,"Lo","gain",2,2,2,1,0.1,1
209,"Hi","loss",3,3,1,0,-1,0
209,"Hi","gain",1,1,2,1,1,1
209,"Hi","loss",3,3,2,1,0,1
209,"Lo","loss",4,4,2,1,0,1
209,"Lo","loss",4,4,2,1,-0.1,0
209,"Lo","gain",2,2,2,1,0,0
209,"Lo","loss",4,4,1,0,0,1
209,"Hi","loss",3,3,2,1,-1,0
209,"Hi","gain",1,1,2,1,0,0
209,"Lo","loss",4,4,2,1,0,1
209,"Hi","loss",3,3,2,1,0,1
209,"Hi","gain",1,1,2,1,1,1
209,"Lo","gain",2,2,2,1,0.1,1
209,"Hi","gain",1,1,2,1,1,1
209,"Lo","gain",2,2,2,1,0.1,1
209,"Hi","gain",1,1,2,1,1,1
209,"Hi","loss",3,3,2,1,0,1
209,"Lo","gain",2,2,2,1,0.1,1
209,"Lo","gain",2,2,1,0,0,0
209,"Lo","loss",4,4,2,1,-0.1,0
209,"Lo","loss",4,4,1,0,-0.1,0
209,"Lo","loss",4,4,1,0,-0.1,0
209,"Lo","gain",2,2,2,1,0.1,1
209,"Hi","loss",3,3,2,1,0,1
209,"Hi","loss",3,3,2,1,-1,0
209,"Hi","gain",1,1,2,1,1,1
209,"Hi","loss",3,3,1,0,0,1
209,"Hi","gain",1,1,2,1,0,0
209,"Hi","loss",3,3,1,0,-1,0
209,"Lo","gain",2,2,2,1,0,0
209,"Hi","gain",1,1,2,1,1,1
209,"Lo","gain",2,2,2,1,0.1,1
209,"Lo","loss",4,4,2,1,0,1
209,"Hi","gain",1,1,2,1,1,1
209,"Lo","gain",2,2,2,1,0.1,1
209,"Lo","loss",4,4,2,1,0,1
209,"Lo","loss",4,4,2,1,0,1
209,"Hi","loss",3,3,2,1,-1,0
209,"Hi","loss",3,3,1,0,0,1
209,"Hi","gain",1,1,2,1,1,1
209,"Lo","gain",2,2,2,1,0.1,1
209,"Hi","gain",1,1,2,1,1,1
209,"Hi","gain",1,1,2,1,0,0
209,"Lo","loss",4,4,2,1,0,1
209,"Lo","gain",2,2,2,1,0.1,1
209,"Hi","loss",3,3,1,0,-1,0
209,"Lo","gain",2,2,2,1,0,0
209,"Hi","gain",1,1,2,1,1,1
209,"Hi","loss",3,3,1,0,-1,0
209,"Lo","loss",4,4,1,0,0,1
209,"Hi","loss",3,3,2,1,0,1
209,"Hi","gain",1,1,2,1,1,1
209,"Lo","loss",4,4,1,0,-0.1,0
209,"Hi","loss",3,3,2,1,0,1
209,"Lo","loss",4,4,2,1,0,1
209,"Lo","loss",4,4,2,1,0,1
209,"Lo","gain",2,2,2,1,0,0
209,"Hi","gain",1,1,2,1,1,1
209,"Lo","gain",2,2,2,1,0.1,1
209,"Lo","loss",4,4,1,0,-0.1,0
209,"Lo","gain",2,2,2,1,0.1,1
209,"Hi","gain",1,1,2,1,0,0
209,"Lo","gain",2,2,2,1,0.1,1
209,"Hi","gain",1,1,2,1,1,1
209,"Hi","loss",3,3,1,0,-1,0
209,"Hi","loss",3,3,2,1,0,1
209,"Lo","loss",8,4,2,1,0,1
209,"Lo","loss",8,4,1,0,-0.1,0
209,"Lo","gain",6,2,1,0,0,0
209,"Hi","loss",7,3,1,0,-1,0
209,"Lo","gain",6,2,2,1,0,0
209,"Hi","loss",7,3,2,1,0,1
209,"Hi","loss",7,3,2,1,-1,0
209,"Hi","gain",5,1,1,0,1,1
209,"Lo","loss",8,4,1,0,-0.1,0
209,"Hi","gain",5,1,1,0,0,0
209,"Lo","gain",6,2,2,1,0.1,1
209,"Lo","loss",8,4,2,1,-0.1,0
209,"Hi","loss",7,3,2,1,0,1
209,"Hi","gain",5,1,1,0,0,0
209,"Lo","gain",6,2,2,1,0.1,1
209,"Hi","gain",5,1,1,0,0,0
209,"Hi","loss",7,3,2,1,0,1
209,"Lo","loss",8,4,2,1,0,1
209,"Hi","loss",7,3,2,1,0,1
209,"Lo","gain",6,2,2,1,0,0
209,"Hi","gain",5,1,1,0,0,0
209,"Hi","loss",7,3,2,1,0,1
209,"Hi","gain",5,1,1,0,0,0
209,"Hi","loss",7,3,2,1,-1,0
209,"Lo","loss",8,4,2,1,0,1
209,"Lo","gain",6,2,2,1,0.1,1
209,"Lo","loss",8,4,2,1,0,1
209,"Lo","gain",6,2,1,0,0,0
209,"Lo","loss",8,4,2,1,-0.1,0
209,"Hi","gain",5,1,1,0,0,0
209,"Lo","gain",6,2,2,1,0.1,1
209,"Hi","gain",5,1,1,0,1,1
209,"Hi","gain",5,1,1,0,0,0
209,"Lo","loss",8,4,1,0,-0.1,0
209,"Lo","gain",6,2,2,1,0.1,1
209,"Lo","loss",8,4,2,1,0,1
209,"Hi","loss",7,3,2,1,0,1
209,"Lo","gain",6,2,2,1,0.1,1
209,"Hi","loss",7,3,2,1,-1,0
209,"Lo","loss",8,4,2,1,-0.1,0
209,"Lo","gain",6,2,2,1,0.1,1
209,"Hi","gain",5,1,1,0,0,0
209,"Hi","loss",7,3,1,0,-1,0
209,"Hi","gain",5,1,1,0,1,1
209,"Hi","loss",7,3,2,1,0,1
209,"Lo","loss",8,4,2,1,0,1
209,"Lo","gain",6,2,2,1,0,0
209,"Hi","gain",5,1,1,0,0,0
209,"Lo","gain",6,2,2,1,0,0
209,"Hi","gain",5,1,1,0,1,1
209,"Lo","gain",6,2,2,1,0.1,1
209,"Hi","loss",7,3,2,1,0,1
209,"Lo","loss",8,4,2,1,0,1
209,"Hi","loss",7,3,2,1,0,1
209,"Lo","loss",8,4,2,1,-0.1,0
209,"Lo","gain",6,2,2,1,0.1,1
209,"Hi","loss",7,3,2,1,0,1
209,"Hi","gain",5,1,1,0,0,0
209,"Lo","loss",8,4,2,1,0,1
209,"Lo","gain",6,2,2,1,0.1,1
209,"Lo","loss",8,4,2,1,0,1
209,"Hi","gain",5,1,1,0,0,0
209,"Hi","gain",5,1,1,0,0,0
209,"Hi","loss",7,3,2,1,-1,0
209,"Lo","loss",8,4,2,1,0,1
209,"Hi","gain",5,1,1,0,1,1
209,"Hi","gain",5,1,1,0,0,0
209,"Lo","gain",6,2,2,1,0.1,1
209,"Lo","loss",8,4,2,1,-0.1,0
209,"Hi","loss",7,3,2,1,0,1
209,"Hi","gain",5,1,1,0,0,0
209,"Lo","gain",6,2,2,1,0,0
209,"Hi","loss",7,3,2,1,-1,0
209,"Hi","loss",7,3,1,0,-1,0
209,"Lo","gain",6,2,2,1,0.1,1
209,"Hi","gain",5,1,1,0,0,0
209,"Hi","loss",7,3,2,1,0,1
209,"Lo","loss",8,4,2,1,0,1
209,"Lo","loss",8,4,2,1,0,1
209,"Lo","gain",6,2,2,1,0.1,1
210,"Hi","gain",1,1,2,1,1,1
210,"Hi","loss",3,3,2,1,0,1
210,"Lo","gain",2,2,1,0,0,0
210,"Lo","gain",2,2,2,1,0,0
210,"Lo","loss",4,4,2,1,-0.1,0
210,"Lo","gain",2,2,2,1,0.1,1
210,"Hi","loss",3,3,2,1,0,1
210,"Hi","gain",1,1,2,1,0,0
210,"Lo","loss",4,4,1,0,0,1
210,"Hi","gain",1,1,1,0,1,1
210,"Lo","loss",4,4,1,0,-0.1,0
210,"Lo","loss",4,4,1,0,-0.1,0
210,"Lo","gain",2,2,2,1,0.1,1
210,"Hi","loss",3,3,2,1,0,1
210,"Hi","gain",1,1,2,1,1,1
210,"Hi","loss",3,3,2,1,-1,0
210,"Hi","gain",1,1,1,0,0,0
210,"Lo","gain",2,2,1,0,0,0
210,"Hi","loss",3,3,2,1,0,1
210,"Lo","gain",2,2,1,0,0,0
210,"Lo","loss",4,4,1,0,-0.1,0
210,"Hi","gain",1,1,2,1,1,1
210,"Lo","gain",2,2,2,1,0.1,1
210,"Hi","gain",1,1,1,0,0,0
210,"Lo","loss",4,4,2,1,0,1
210,"Hi","loss",3,3,2,1,0,1
210,"Hi","gain",1,1,1,0,0,0
210,"Lo","loss",4,4,1,0,-0.1,0
210,"Lo","loss",4,4,2,1,0,1
210,"Hi","loss",3,3,2,1,-1,0
210,"Lo","gain",2,2,2,1,0.1,1
210,"Hi","loss",3,3,1,0,-1,0
210,"Hi","gain",1,1,1,0,1,1
210,"Lo","gain",2,2,1,0,0,0
210,"Lo","gain",2,2,2,1,0.1,1
210,"Lo","gain",2,2,2,1,0.1,1
210,"Lo","loss",4,4,2,1,-0.1,0
210,"Lo","loss",4,4,1,0,0,1
210,"Hi","loss",3,3,1,0,-1,0
210,"Hi","loss",3,3,1,0,-1,0
210,"Hi","gain",1,1,1,0,0,0
210,"Hi","loss",3,3,2,1,0,1
210,"Hi","loss",3,3,1,0,-1,0
210,"Hi","gain",1,1,1,0,0,0
210,"Hi","gain",1,1,1,0,0,0
210,"Lo","loss",4,4,1,0,-0.1,0
210,"Lo","gain",2,2,2,1,0.1,1
210,"Lo","loss",4,4,1,0,-0.1,0
210,"Hi","loss",3,3,2,1,0,1
210,"Hi","gain",1,1,2,1,1,1
210,"Lo","gain",2,2,2,1,0.1,1
210,"Lo","loss",4,4,1,0,-0.1,0
210,"Hi","gain",1,1,2,1,1,1
210,"Hi","loss",3,3,2,1,0,1
210,"Hi","gain",1,1,2,1,0,0
210,"Lo","loss",4,4,1,0,0,1
210,"Lo","loss",4,4,1,0,-0.1,0
210,"Hi","loss",3,3,2,1,0,1
210,"Lo","loss",4,4,2,1,-0.1,0
210,"Hi","loss",3,3,2,1,-1,0
210,"Lo","gain",2,2,2,1,0,0
210,"Hi","gain",1,1,1,0,0,0
210,"Lo","gain",2,2,2,1,0.1,1
210,"Lo","gain",2,2,1,0,0,0
210,"Lo","loss",4,4,2,1,0,1
210,"Hi","loss",3,3,2,1,0,1
210,"Lo","loss",4,4,1,0,-0.1,0
210,"Hi","loss",3,3,2,1,0,1
210,"Hi","gain",1,1,2,1,0,0
210,"Hi","gain",1,1,2,1,1,1
210,"Hi","gain",1,1,2,1,1,1
210,"Hi","loss",3,3,2,1,0,1
210,"Lo","gain",2,2,1,0,0,0
210,"Hi","gain",1,1,2,1,1,1
210,"Lo","gain",2,2,2,1,0,0
210,"Lo","loss",4,4,2,1,-0.1,0
210,"Hi","loss",3,3,2,1,-1,0
210,"Lo","gain",2,2,2,1,0.1,1
210,"Lo","loss",4,4,2,1,0,1
210,"Lo","gain",2,2,1,0,0.1,1
210,"Lo","gain",6,2,2,1,0.1,1
210,"Lo","gain",6,2,2,1,0.1,1
210,"Lo","gain",6,2,1,0,0,0
210,"Hi","gain",5,1,1,0,0,0
210,"Hi","loss",7,3,2,1,0,1
210,"Hi","loss",7,3,1,0,-1,0
210,"Hi","loss",7,3,2,1,0,1
210,"Lo","loss",8,4,2,1,-0.1,0
210,"Hi","gain",5,1,1,0,0,0
210,"Hi","gain",5,1,1,0,0,0
210,"Hi","loss",7,3,2,1,-1,0
210,"Hi","gain",5,1,2,1,1,1
210,"Lo","gain",6,2,1,0,0,0
210,"Lo","loss",8,4,2,1,0,1
210,"Lo","loss",8,4,1,0,-0.1,0
210,"Lo","loss",8,4,2,1,0,1
210,"Lo","gain",6,2,2,1,0.1,1
210,"Lo","gain",6,2,1,0,0,0
210,"Lo","loss",8,4,2,1,0,1
210,"Hi","gain",5,1,2,1,1,1
210,"Lo","gain",6,2,2,1,0.1,1
210,"Lo","loss",8,4,1,0,-0.1,0
210,"Lo","loss",8,4,2,1,0,1
210,"Hi","gain",5,1,2,1,0,0
210,"Hi","loss",7,3,1,0,0,1
210,"Hi","loss",7,3,1,0,-1,0
210,"Hi","loss",7,3,2,1,0,1
210,"Hi","gain",5,1,2,1,1,1
210,"Hi","gain",5,1,2,1,1,1
210,"Lo","gain",6,2,2,1,0.1,1
210,"Lo","loss",8,4,2,1,-0.1,0
210,"Hi","loss",7,3,2,1,0,1
210,"Lo","loss",8,4,2,1,0,1
210,"Hi","gain",5,1,2,1,1,1
210,"Lo","gain",6,2,2,1,0.1,1
210,"Hi","gain",5,1,2,1,1,1
210,"Hi","loss",7,3,2,1,0,1
210,"Lo","loss",8,4,2,1,-0.1,0
210,"Lo","gain",6,2,2,1,0.1,1
210,"Hi","loss",7,3,1,0,-1,0
210,"Lo","gain",6,2,2,1,0,0
210,"Hi","gain",5,1,2,1,0,0
210,"Hi","loss",7,3,2,1,0,1
210,"Hi","loss",7,3,2,1,0,1
210,"Lo","loss",8,4,2,1,0,1
210,"Lo","loss",8,4,2,1,0,1
210,"Hi","gain",5,1,2,1,1,1
210,"Lo","gain",6,2,2,1,0.1,1
210,"Hi","gain",5,1,2,1,1,1
210,"Hi","gain",5,1,2,1,1,1
210,"Lo","gain",6,2,2,1,0.1,1
210,"Hi","loss",7,3,2,1,0,1
210,"Hi","loss",7,3,2,1,0,1
210,"Lo","loss",8,4,2,1,0,1
210,"Lo","loss",8,4,2,1,0,1
210,"Lo","gain",6,2,1,0,0.1,1
210,"Hi","gain",5,1,2,1,0,0
210,"Hi","gain",5,1,2,1,1,1
210,"Lo","loss",8,4,2,1,0,1
210,"Hi","loss",7,3,2,1,-1,0
210,"Lo","gain",6,2,2,1,0.1,1
210,"Lo","gain",6,2,1,0,0,0
210,"Hi","loss",7,3,2,1,0,1
210,"Lo","loss",8,4,2,1,-0.1,0
210,"Lo","gain",6,2,1,0,0,0
210,"Hi","loss",7,3,2,1,0,1
210,"Lo","gain",6,2,2,1,0.1,1
210,"Hi","loss",7,3,2,1,0,1
210,"Lo","loss",8,4,2,1,0,1
210,"Lo","gain",6,2,2,1,0.1,1
210,"Lo","gain",6,2,2,1,0.1,1
210,"Hi","gain",5,1,2,1,1,1
210,"Lo","loss",8,4,2,1,0,1
210,"Lo","loss",8,4,2,1,-0.1,0
210,"Hi","gain",5,1,2,1,0,0
210,"Lo","loss",8,4,2,1,0,1
210,"Hi","gain",5,1,2,1,1,1
210,"Hi","loss",7,3,2,1,0,1
210,"Hi","gain",5,1,2,1,1,1
210,"Hi","loss",7,3,2,1,-1,0
211,"Hi","loss",3,3,2,1,-1,0
211,"Lo","loss",4,4,1,0,-0.1,0
211,"Lo","loss",4,4,1,0,-0.1,0
211,"Lo","gain",2,2,2,1,0.1,1
211,"Lo","gain",2,2,1,0,0,0
211,"Lo","gain",2,2,2,1,0,0
211,"Hi","gain",1,1,2,1,0,0
211,"Hi","gain",1,1,2,1,1,1
211,"Hi","loss",3,3,1,0,0,1
211,"Lo","gain",2,2,1,0,0,0
211,"Hi","gain",1,1,2,1,1,1
211,"Hi","gain",1,1,2,1,1,1
211,"Hi","loss",3,3,2,1,0,1
211,"Lo","loss",4,4,1,0,0,1
211,"Lo","loss",4,4,1,0,-0.1,0
211,"Hi","loss",3,3,1,0,-1,0
211,"Lo","gain",2,2,2,1,0,0
211,"Lo","gain",2,2,1,0,0,0
211,"Lo","loss",4,4,1,0,0,1
211,"Lo","gain",2,2,1,0,0.1,1
211,"Lo","loss",4,4,1,0,-0.1,0
211,"Hi","gain",1,1,2,1,1,1
211,"Hi","loss",3,3,1,0,0,1
211,"Hi","loss",3,3,1,0,-1,0
211,"Lo","loss",4,4,1,0,-0.1,0
211,"Lo","loss",4,4,1,0,-0.1,0
211,"Hi","loss",3,3,2,1,-1,0
211,"Lo","gain",2,2,2,1,0.1,1
211,"Hi","gain",1,1,2,1,1,1
211,"Hi","gain",1,1,2,1,1,1
211,"Hi","loss",3,3,2,1,0,1
211,"Hi","gain",1,1,2,1,0,0
211,"Lo","gain",2,2,2,1,0.1,1
211,"Lo","loss",4,4,2,1,0,1
211,"Hi","loss",3,3,2,1,-1,0
211,"Hi","gain",1,1,2,1,1,1
211,"Lo","loss",4,4,1,0,-0.1,0
211,"Lo","loss",4,4,1,0,-0.1,0
211,"Lo","gain",2,2,1,0,0.1,1
211,"Lo","gain",2,2,2,1,0.1,1
211,"Lo","gain",2,2,1,0,0,0
211,"Hi","loss",3,3,1,0,0,1
211,"Hi","gain",1,1,2,1,1,1
211,"Hi","gain",1,1,2,1,0,0
211,"Hi","loss",3,3,1,0,-1,0
211,"Hi","loss",3,3,1,0,-1,0
211,"Hi","gain",1,1,2,1,1,1
211,"Lo","loss",4,4,1,0,0,1
211,"Hi","gain",1,1,2,1,1,1
211,"Hi","gain",1,1,2,1,1,1
211,"Lo","gain",2,2,1,0,0,0
211,"Hi","loss",3,3,1,0,-1,0
211,"Hi","gain",1,1,2,1,1,1
211,"Hi","gain",1,1,2,1,0,0
211,"Lo","gain",2,2,1,0,0.1,1
211,"Lo","gain",2,2,1,0,0,0
211,"Lo","loss",4,4,2,1,0,1
211,"Lo","loss",4,4,1,0,0,1
211,"Lo","loss",4,4,2,1,-0.1,0
211,"Hi","loss",3,3,2,1,0,1
211,"Hi","loss",3,3,1,0,-1,0
211,"Hi","loss",3,3,2,1,-1,0
211,"Lo","gain",2,2,2,1,0,0
211,"Lo","loss",4,4,1,0,-0.1,0
211,"Hi","loss",3,3,2,1,-1,0
211,"Lo","gain",2,2,2,1,0,0
211,"Hi","loss",3,3,1,0,-1,0
211,"Hi","gain",1,1,2,1,1,1
211,"Lo","loss",4,4,1,0,-0.1,0
211,"Hi","loss",3,3,1,0,-1,0
211,"Hi","loss",3,3,1,0,-1,0
211,"Lo","gain",2,2,1,0,0,0
211,"Lo","loss",4,4,2,1,0,1
211,"Lo","gain",2,2,1,0,0,0
211,"Lo","loss",4,4,1,0,-0.1,0
211,"Lo","gain",2,2,2,1,0.1,1
211,"Hi","gain",1,1,2,1,1,1
211,"Lo","loss",4,4,2,1,0,1
211,"Hi","gain",1,1,2,1,0,0
211,"Hi","gain",1,1,2,1,1,1
211,"Hi","loss",7,3,1,0,-1,0
211,"Lo","loss",8,4,1,0,-0.1,0
211,"Hi","gain",5,1,1,0,0,0
211,"Lo","loss",8,4,2,1,-0.1,0
211,"Lo","gain",6,2,2,1,0.1,1
211,"Hi","loss",7,3,2,1,0,1
211,"Lo","loss",8,4,2,1,0,1
211,"Lo","gain",6,2,1,0,0,0
211,"Hi","loss",7,3,2,1,0,1
211,"Lo","loss",8,4,1,0,-0.1,0
211,"Hi","gain",5,1,2,1,1,1
211,"Lo","gain",6,2,1,0,0,0
211,"Lo","gain",6,2,1,0,0,0
211,"Hi","gain",5,1,2,1,1,1
211,"Hi","loss",7,3,1,0,-1,0
211,"Hi","gain",5,1,1,0,0,0
211,"Lo","loss",8,4,2,1,0,1
211,"Lo","gain",6,2,2,1,0.1,1
211,"Lo","loss",8,4,1,0,-0.1,0
211,"Hi","loss",7,3,1,0,-1,0
211,"Hi","loss",7,3,2,1,0,1
211,"Hi","gain",5,1,2,1,1,1
211,"Hi","gain",5,1,2,1,1,1
211,"Hi","gain",5,1,2,1,1,1
211,"Lo","gain",6,2,1,0,0,0
211,"Lo","loss",8,4,1,0,-0.1,0
211,"Hi","loss",7,3,1,0,-1,0
211,"Lo","gain",6,2,1,0,0.1,1
211,"Lo","gain",6,2,1,0,0,0
211,"Hi","loss",7,3,2,1,0,1
211,"Lo","loss",8,4,2,1,0,1
211,"Hi","gain",5,1,1,0,0,0
211,"Hi","loss",7,3,2,1,-1,0
211,"Hi","loss",7,3,1,0,0,1
211,"Lo","loss",8,4,2,1,0,1
211,"Hi","gain",5,1,2,1,0,0
211,"Lo","loss",8,4,1,0,-0.1,0
211,"Hi","loss",7,3,2,1,0,1
211,"Lo","loss",8,4,2,1,0,1
211,"Hi","loss",7,3,2,1,0,1
211,"Hi","gain",5,1,1,0,0,0
211,"Lo","gain",6,2,1,0,0.1,1
211,"Lo","gain",6,2,1,0,0,0
211,"Lo","gain",6,2,1,0,0,0
211,"Lo","gain",6,2,1,0,0,0
211,"Hi","gain",5,1,2,1,1,1
211,"Lo","loss",8,4,1,0,-0.1,0
211,"Hi","gain",5,1,2,1,1,1
211,"Lo","gain",6,2,2,1,0.1,1
211,"Hi","gain",5,1,2,1,1,1
211,"Lo","gain",6,2,1,0,0,0
211,"Lo","loss",8,4,1,0,-0.1,0
211,"Hi","gain",5,1,2,1,1,1
211,"Lo","loss",8,4,1,0,0,1
211,"Lo","gain",6,2,2,1,0,0
211,"Lo","loss",8,4,1,0,-0.1,0
211,"Lo","loss",8,4,1,0,-0.1,0
211,"Hi","gain",5,1,2,1,0,0
211,"Lo","gain",6,2,2,1,0.1,1
211,"Hi","loss",7,3,2,1,0,1
211,"Hi","loss",7,3,2,1,0,1
211,"Hi","gain",5,1,2,1,1,1
211,"Hi","loss",7,3,2,1,-1,0
211,"Hi","loss",7,3,2,1,0,1
211,"Lo","loss",8,4,2,1,0,1
211,"Hi","gain",5,1,2,1,0,0
211,"Hi","gain",5,1,2,1,1,1
211,"Lo","loss",8,4,1,0,-0.1,0
211,"Hi","loss",7,3,1,0,0,1
211,"Hi","gain",5,1,2,1,1,1
211,"Lo","gain",6,2,1,0,0,0
211,"Hi","loss",7,3,2,1,-1,0
211,"Lo","gain",6,2,2,1,0.1,1
211,"Hi","gain",5,1,2,1,1,1
211,"Lo","loss",8,4,2,1,0,1
211,"Hi","loss",7,3,1,0,-1,0
211,"Lo","gain",6,2,2,1,0.1,1
211,"Lo","gain",6,2,2,1,0.1,1
211,"Hi","loss",7,3,2,1,0,1
211,"Lo","loss",8,4,2,1,-0.1,0
212,"Hi","gain",1,1,1,0,0,0
212,"Lo","loss",4,4,2,1,-0.1,0
212,"Lo","gain",2,2,1,0,0,0
212,"Hi","gain",1,1,2,1,1,1
212,"Hi","loss",3,3,1,0,-1,0
212,"Hi","loss",3,3,2,1,-1,0
212,"Lo","loss",4,4,2,1,0,1
212,"Lo","loss",4,4,1,0,-0.1,0
212,"Lo","gain",2,2,1,0,0,0
212,"Hi","loss",3,3,2,1,0,1
212,"Hi","gain",1,1,1,0,0,0
212,"Lo","loss",4,4,2,1,0,1
212,"Lo","gain",2,2,1,0,0.1,1
212,"Lo","gain",2,2,1,0,0,0
212,"Hi","loss",3,3,2,1,0,1
212,"Hi","gain",1,1,1,0,0,0
212,"Hi","gain",1,1,2,1,0,0
212,"Hi","loss",3,3,2,1,0,1
212,"Hi","gain",1,1,1,0,1,1
212,"Hi","gain",1,1,1,0,0,0
212,"Hi","loss",3,3,2,1,0,1
212,"Lo","loss",4,4,2,1,0,1
212,"Lo","loss",4,4,2,1,0,1
212,"Lo","loss",4,4,1,0,0,1
212,"Lo","gain",2,2,1,0,0.1,1
212,"Lo","gain",2,2,1,0,0,0
212,"Hi","loss",3,3,2,1,0,1
212,"Hi","gain",1,1,1,0,0,0
212,"Lo","gain",2,2,1,0,0,0
212,"Lo","gain",2,2,1,0,0,0
212,"Hi","loss",3,3,2,1,-1,0
212,"Lo","loss",4,4,2,1,0,1
212,"Lo","gain",2,2,1,0,0,0
212,"Hi","loss",3,3,1,0,-1,0
212,"Lo","loss",4,4,2,1,0,1
212,"Hi","gain",1,1,1,0,0,0
212,"Hi","gain",1,1,1,0,0,0
212,"Hi","loss",3,3,2,1,0,1
212,"Hi","gain",1,1,2,1,1,1
212,"Hi","loss",3,3,1,0,-1,0
212,"Lo","gain",2,2,2,1,0.1,1
212,"Hi","gain",1,1,1,0,0,0
212,"Lo","loss",4,4,1,0,-0.1,0
212,"Lo","loss",4,4,2,1,-0.1,0
212,"Lo","gain",2,2,1,0,0,0
212,"Lo","loss",4,4,2,1,0,1
212,"Lo","gain",2,2,1,0,0.1,1
212,"Hi","loss",3,3,2,1,0,1
212,"Hi","gain",1,1,2,1,1,1
212,"Lo","loss",4,4,2,1,0,1
212,"Hi","gain",1,1,2,1,1,1
212,"Lo","gain",2,2,1,0,0,0
212,"Hi","loss",3,3,2,1,0,1
212,"Hi","loss",3,3,2,1,0,1
212,"Hi","gain",1,1,2,1,0,0
212,"Hi","loss",3,3,2,1,0,1
212,"Lo","loss",4,4,2,1,0,1
212,"Hi","loss",3,3,2,1,-1,0
212,"Lo","loss",4,4,1,0,-0.1,0
212,"Lo","gain",2,2,1,0,0,0
212,"Lo","gain",2,2,2,1,0.1,1
212,"Hi","gain",1,1,2,1,1,1
212,"Lo","gain",2,2,2,1,0,0
212,"Lo","loss",4,4,2,1,-0.1,0
212,"Lo","loss",4,4,2,1,0,1
212,"Lo","gain",2,2,2,1,0.1,1
212,"Lo","loss",4,4,1,0,-0.1,0
212,"Hi","gain",1,1,2,1,1,1
212,"Lo","gain",2,2,2,1,0.1,1
212,"Hi","loss",3,3,2,1,0,1
212,"Hi","gain",1,1,2,1,1,1
212,"Lo","loss",4,4,2,1,-0.1,0
212,"Hi","loss",3,3,2,1,0,1
212,"Hi","gain",1,1,2,1,0,0
212,"Lo","gain",2,2,2,1,0.1,1
212,"Lo","gain",2,2,2,1,0,0
212,"Lo","loss",4,4,2,1,0,1
212,"Hi","gain",1,1,2,1,1,1
212,"Hi","loss",3,3,2,1,0,1
212,"Hi","loss",3,3,2,1,-1,0
212,"Lo","loss",8,4,1,0,0,1
212,"Lo","loss",8,4,2,1,0,1
212,"Lo","gain",6,2,1,0,0,0
212,"Lo","loss",8,4,1,0,-0.1,0
212,"Hi","gain",5,1,2,1,1,1
212,"Hi","gain",5,1,2,1,1,1
212,"Lo","gain",6,2,1,0,0,0
212,"Hi","loss",7,3,1,0,-1,0
212,"Lo","gain",6,2,1,0,0,0
212,"Hi","gain",5,1,2,1,1,1
212,"Hi","gain",5,1,2,1,0,0
212,"Lo","gain",6,2,2,1,0,0
212,"Hi","loss",7,3,2,1,-1,0
212,"Hi","loss",7,3,1,0,-1,0
212,"Hi","loss",7,3,1,0,-1,0
212,"Lo","loss",8,4,1,0,-0.1,0
212,"Lo","gain",6,2,1,0,0,0
212,"Lo","gain",6,2,2,1,0.1,1
212,"Lo","gain",6,2,2,1,0.1,1
212,"Hi","loss",7,3,1,0,0,1
212,"Lo","loss",8,4,2,1,0,1
212,"Lo","loss",8,4,1,0,-0.1,0
212,"Hi","loss",7,3,1,0,-1,0
212,"Lo","loss",8,4,2,1,-0.1,0
212,"Lo","loss",8,4,2,1,0,1
212,"Hi","gain",5,1,2,1,1,1
212,"Hi","gain",5,1,2,1,0,0
212,"Hi","loss",7,3,1,0,-1,0
212,"Hi","gain",5,1,2,1,1,1
212,"Lo","gain",6,2,2,1,0.1,1
212,"Hi","loss",7,3,2,1,-1,0
212,"Hi","gain",5,1,2,1,1,1
212,"Hi","gain",5,1,2,1,1,1
212,"Hi","gain",5,1,2,1,0,0
212,"Hi","gain",5,1,2,1,1,1
212,"Lo","gain",6,2,2,1,0,0
212,"Hi","loss",7,3,1,0,0,1
212,"Hi","gain",5,1,2,1,1,1
212,"Hi","loss",7,3,1,0,-1,0
212,"Lo","loss",8,4,2,1,0,1
212,"Hi","loss",7,3,1,0,-1,0
212,"Lo","gain",6,2,2,1,0.1,1
212,"Lo","loss",8,4,2,1,-0.1,0
212,"Lo","loss",8,4,2,1,0,1
212,"Hi","loss",7,3,2,1,0,1
212,"Lo","loss",8,4,2,1,0,1
212,"Lo","gain",6,2,2,1,0.1,1
