"subjID","cond1","cond2","choice","absOut","rltOut"
205,2,2,1,0,0
205,1,1,1,0,0
205,4,4,2,0,1
205,2,2,2,0,0
205,2,2,1,0,0
205,3,3,1,-1,0
205,4,4,1,-0.1,0
205,3,3,2,0,1
205,4,4,1,0,1
205,3,3,2,0,1
205,1,1,2,1,1
205,1,1,2,1,1
205,2,2,2,0.1,1
205,4,4,1,-0.1,0
205,1,1,2,1,1
205,3,3,2,-1,0
205,2,2,1,0,0
205,4,4,1,0,1
205,3,3,1,-1,0
205,4,4,2,-0.1,0
205,4,4,1,-0.1,0
205,3,3,2,0,1
205,3,3,2,0,1
205,1,1,2,1,1
205,2,2,2,0,0
205,1,1,2,1,1
205,1,1,2,1,1
205,2,2,1,0,0
205,1,1,2,0,0
205,3,3,2,0,1
205,4,4,2,0,1
205,2,2,2,0.1,1
205,4,4,1,0,1
205,1,1,2,1,1
205,3,3,2,0,1
205,3,3,2,0,1
205,2,2,2,0.1,1
205,4,4,2,0,1
205,1,1,2,1,1
205,1,1,2,1,1
205,4,4,1,-0.1,0
205,2,2,2,0,0
205,4,4,2,-0.1,0
205,2,2,2,0.1,1
205,1,1,2,0,0
205,2,2,2,0.1,1
205,3,3,2,-1,0
205,3,3,2,0,1
205,3,3,2,0,1
205,1,1,2,1,1
205,2,2,2,0,0
205,4,4,2,-0.1,0
205,3,3,2,0,1
205,4,4,1,0,1
205,3,3,2,-1,0
205,1,1,2,1,1
205,3,3,2,0,1
205,4,4,1,-0.1,0
205,4,4,1,-0.1,0
205,2,2,2,0.1,1
205,2,2,2,0.1,1
205,1,1,2,0,0
205,1,1,2,1,1
205,2,2,2,0.1,1
205,2,2,2,0.1,1
205,4,4,1,-0.1,0
205,2,2,2,0.1,1
205,2,2,2,0.1,1
205,4,4,2,0,1
205,1,1,2,1,1
205,3,3,2,0,1
205,3,3,2,0,1
205,1,1,2,1,1
205,3,3,2,0,1
205,3,3,2,-1,0
205,4,4,2,0,1
205,1,1,2,1,1
205,4,4,1,-0.1,0
205,1,1,2,0,0
205,2,2,2,0,0
205,8,4,1,-0.1,0
205,6,2,2,0.1,1
205,8,4,2,-0.1,0
205,6,2,2,0.1,1
205,5,1,2,1,1
205,7,3,1,0,1
205,6,2,1,0,0
205,6,2,1,0,0
205,8,4,2,0,1
205,5,1,2,1,1
205,7,3,2,0,1
205,7,3,2,0,1
205,8,4,2,0,1
205,5,1,2,1,1
205,5,1,2,0,0
205,7,3,1,-1,0
205,6,2,1,0,0
205,8,4,2,0,1
205,8,4,2,-0.1,0
205,7,3,2,0,1
205,6,2,1,0.1,1
205,6,2,1,0,0
205,5,1,2,1,1
205,5,1,2,1,1
205,5,1,2,0,0
205,7,3,2,0,1
205,6,2,1,0,0
205,7,3,2,0,1
205,8,4,2,0,1
205,7,3,2,-1,0
205,5,1,1,0,0
205,8,4,2,0,1
205,5,1,2,1,1
205,5,1,2,1,1
205,7,3,2,-1,0
205,5,1,2,0,0
205,8,4,2,0,1
205,6,2,1,0,0
205,8,4,2,0,1
205,5,1,2,1,1
205,7,3,2,0,1
205,6,2,1,0.1,1
205,7,3,2,0,1
205,8,4,2,-0.1,0
205,8,4,2,0,1
205,6,2,1,0,0
205,7,3,2,0,1
205,6,2,1,0,0
205,5,1,2,0,0
205,7,3,1,0,1
205,6,2,1,0.1,1
205,7,3,1,-1,0
205,8,4,1,0,1
205,5,1,2,1,1
205,6,2,1,0,0
205,8,4,1,-0.1,0
205,7,3,2,-1,0
205,6,2,1,0,0
205,7,3,1,-1,0
205,5,1,2,1,1
205,6,2,1,0,0
205,5,1,2,1,1
205,8,4,2,0,1
205,8,4,2,-0.1,0
205,7,3,2,0,1
205,8,4,2,0,1
205,6,2,1,0,0
205,6,2,1,0,0
205,5,1,2,0,0
205,8,4,2,0,1
205,5,1,2,1,1
205,5,1,2,1,1
205,5,1,1,0,0
205,7,3,1,-1,0
205,8,4,2,0,1
205,6,2,1,0,0
205,7,3,2,0,1
205,6,2,1,0.1,1
205,7,3,2,0,1
205,8,4,2,-0.1,0
