"subjID","cond1","cond2","choice","absOut","rltOut"
212,1,1,1,0,0
212,4,4,2,-0.1,0
212,2,2,1,0,0
212,1,1,2,1,1
212,3,3,1,-1,0
212,3,3,2,-1,0
212,4,4,2,0,1
212,4,4,1,-0.1,0
212,2,2,1,0,0
212,3,3,2,0,1
212,1,1,1,0,0
212,4,4,2,0,1
212,2,2,1,0.1,1
212,2,2,1,0,0
212,3,3,2,0,1
212,1,1,1,0,0
212,1,1,2,0,0
212,3,3,2,0,1
212,1,1,1,1,1
212,1,1,1,0,0
212,3,3,2,0,1
212,4,4,2,0,1
212,4,4,2,0,1
212,4,4,1,0,1
212,2,2,1,0.1,1
212,2,2,1,0,0
212,3,3,2,0,1
212,1,1,1,0,0
212,2,2,1,0,0
212,2,2,1,0,0
212,3,3,2,-1,0
212,4,4,2,0,1
212,2,2,1,0,0
212,3,3,1,-1,0
212,4,4,2,0,1
212,1,1,1,0,0
212,1,1,1,0,0
212,3,3,2,0,1
212,1,1,2,1,1
212,3,3,1,-1,0
212,2,2,2,0.1,1
212,1,1,1,0,0
212,4,4,1,-0.1,0
212,4,4,2,-0.1,0
212,2,2,1,0,0
212,4,4,2,0,1
212,2,2,1,0.1,1
212,3,3,2,0,1
212,1,1,2,1,1
212,4,4,2,0,1
212,1,1,2,1,1
212,2,2,1,0,0
212,3,3,2,0,1
212,3,3,2,0,1
212,1,1,2,0,0
212,3,3,2,0,1
212,4,4,2,0,1
212,3,3,2,-1,0
212,4,4,1,-0.1,0
212,2,2,1,0,0
212,2,2,2,0.1,1
212,1,1,2,1,1
212,2,2,2,0,0
212,4,4,2,-0.1,0
212,4,4,2,0,1
212,2,2,2,0.1,1
212,4,4,1,-0.1,0
212,1,1,2,1,1
212,2,2,2,0.1,1
212,3,3,2,0,1
212,1,1,2,1,1
212,4,4,2,-0.1,0
212,3,3,2,0,1
212,1,1,2,0,0
212,2,2,2,0.1,1
212,2,2,2,0,0
212,4,4,2,0,1
212,1,1,2,1,1
212,3,3,2,0,1
212,3,3,2,-1,0
212,8,4,1,0,1
212,8,4,2,0,1
212,6,2,1,0,0
212,8,4,1,-0.1,0
212,5,1,2,1,1
212,5,1,2,1,1
212,6,2,1,0,0
212,7,3,1,-1,0
212,6,2,1,0,0
212,5,1,2,1,1
212,5,1,2,0,0
212,6,2,2,0,0
212,7,3,2,-1,0
212,7,3,1,-1,0
212,7,3,1,-1,0
212,8,4,1,-0.1,0
212,6,2,1,0,0
212,6,2,2,0.1,1
212,6,2,2,0.1,1
212,7,3,1,0,1
212,8,4,2,0,1
212,8,4,1,-0.1,0
212,7,3,1,-1,0
212,8,4,2,-0.1,0
212,8,4,2,0,1
212,5,1,2,1,1
212,5,1,2,0,0
212,7,3,1,-1,0
212,5,1,2,1,1
212,6,2,2,0.1,1
212,7,3,2,-1,0
212,5,1,2,1,1
212,5,1,2,1,1
212,5,1,2,0,0
212,5,1,2,1,1
212,6,2,2,0,0
212,7,3,1,0,1
212,5,1,2,1,1
212,7,3,1,-1,0
212,8,4,2,0,1
212,7,3,1,-1,0
212,6,2,2,0.1,1
212,8,4,2,-0.1,0
212,8,4,2,0,1
212,7,3,2,0,1
212,8,4,2,0,1
212,6,2,2,0.1,1
212,6,2,2,0.1,1
212,6,2,2,0.1,1
212,7,3,2,0,1
212,7,3,2,0,1
212,6,2,2,0,0
212,5,1,2,1,1
212,6,2,2,0.1,1
212,5,1,2,1,1
212,8,4,2,0,1
212,5,1,2,1,1
212,6,2,2,0.1,1
212,8,4,2,0,1
212,5,1,2,0,0
212,8,4,2,0,1
212,7,3,2,-1,0
212,7,3,2,0,1
212,8,4,2,-0.1,0
212,7,3,2,0,1
212,6,2,2,0,0
212,7,3,2,0,1
212,8,4,2,0,1
212,8,4,1,-0.1,0
212,6,2,2,0.1,1
212,8,4,2,0,1
212,5,1,2,0,0
212,5,1,2,1,1
212,6,2,1,0.1,1
212,5,1,2,1,1
212,7,3,2,0,1
212,6,2,1,0,0
212,5,1,2,1,1
212,8,4,2,0,1
212,7,3,2,-1,0
