"subjID","cond1","cond2","choice","absOut","rltOut"
210,1,1,2,1,1
210,3,3,2,0,1
210,2,2,1,0,0
210,2,2,2,0,0
210,4,4,2,-0.1,0
210,2,2,2,0.1,1
210,3,3,2,0,1
210,1,1,2,0,0
210,4,4,1,0,1
210,1,1,1,1,1
210,4,4,1,-0.1,0
210,4,4,1,-0.1,0
210,2,2,2,0.1,1
210,3,3,2,0,1
210,1,1,2,1,1
210,3,3,2,-1,0
210,1,1,1,0,0
210,2,2,1,0,0
210,3,3,2,0,1
210,2,2,1,0,0
210,4,4,1,-0.1,0
210,1,1,2,1,1
210,2,2,2,0.1,1
210,1,1,1,0,0
210,4,4,2,0,1
210,3,3,2,0,1
210,1,1,1,0,0
210,4,4,1,-0.1,0
210,4,4,2,0,1
210,3,3,2,-1,0
210,2,2,2,0.1,1
210,3,3,1,-1,0
210,1,1,1,1,1
210,2,2,1,0,0
210,2,2,2,0.1,1
210,2,2,2,0.1,1
210,4,4,2,-0.1,0
210,4,4,1,0,1
210,3,3,1,-1,0
210,3,3,1,-1,0
210,1,1,1,0,0
210,3,3,2,0,1
210,3,3,1,-1,0
210,1,1,1,0,0
210,1,1,1,0,0
210,4,4,1,-0.1,0
210,2,2,2,0.1,1
210,4,4,1,-0.1,0
210,3,3,2,0,1
210,1,1,2,1,1
210,2,2,2,0.1,1
210,4,4,1,-0.1,0
210,1,1,2,1,1
210,3,3,2,0,1
210,1,1,2,0,0
210,4,4,1,0,1
210,4,4,1,-0.1,0
210,3,3,2,0,1
210,4,4,2,-0.1,0
210,3,3,2,-1,0
210,2,2,2,0,0
210,1,1,1,0,0
210,2,2,2,0.1,1
210,2,2,1,0,0
210,4,4,2,0,1
210,3,3,2,0,1
210,4,4,1,-0.1,0
210,3,3,2,0,1
210,1,1,2,0,0
210,1,1,2,1,1
210,1,1,2,1,1
210,3,3,2,0,1
210,2,2,1,0,0
210,1,1,2,1,1
210,2,2,2,0,0
210,4,4,2,-0.1,0
210,3,3,2,-1,0
210,2,2,2,0.1,1
210,4,4,2,0,1
210,2,2,1,0.1,1
210,6,2,2,0.1,1
210,6,2,2,0.1,1
210,6,2,1,0,0
210,5,1,1,0,0
210,7,3,2,0,1
210,7,3,1,-1,0
210,7,3,2,0,1
210,8,4,2,-0.1,0
210,5,1,1,0,0
210,5,1,1,0,0
210,7,3,2,-1,0
210,5,1,2,1,1
210,6,2,1,0,0
210,8,4,2,0,1
210,8,4,1,-0.1,0
210,8,4,2,0,1
210,6,2,2,0.1,1
210,6,2,1,0,0
210,8,4,2,0,1
210,5,1,2,1,1
210,6,2,2,0.1,1
210,8,4,1,-0.1,0
210,8,4,2,0,1
210,5,1,2,0,0
210,7,3,1,0,1
210,7,3,1,-1,0
210,7,3,2,0,1
210,5,1,2,1,1
210,5,1,2,1,1
210,6,2,2,0.1,1
210,8,4,2,-0.1,0
210,7,3,2,0,1
210,8,4,2,0,1
210,5,1,2,1,1
210,6,2,2,0.1,1
210,5,1,2,1,1
210,7,3,2,0,1
210,8,4,2,-0.1,0
210,6,2,2,0.1,1
210,7,3,1,-1,0
210,6,2,2,0,0
210,5,1,2,0,0
210,7,3,2,0,1
210,7,3,2,0,1
210,8,4,2,0,1
210,8,4,2,0,1
210,5,1,2,1,1
210,6,2,2,0.1,1
210,5,1,2,1,1
210,5,1,2,1,1
210,6,2,2,0.1,1
210,7,3,2,0,1
210,7,3,2,0,1
210,8,4,2,0,1
210,8,4,2,0,1
210,6,2,1,0.1,1
210,5,1,2,0,0
210,5,1,2,1,1
210,8,4,2,0,1
210,7,3,2,-1,0
210,6,2,2,0.1,1
210,6,2,1,0,0
210,7,3,2,0,1
210,8,4,2,-0.1,0
210,6,2,1,0,0
210,7,3,2,0,1
210,6,2,2,0.1,1
210,7,3,2,0,1
210,8,4,2,0,1
210,6,2,2,0.1,1
210,6,2,2,0.1,1
210,5,1,2,1,1
210,8,4,2,0,1
210,8,4,2,-0.1,0
210,5,1,2,0,0
210,8,4,2,0,1
210,5,1,2,1,1
210,7,3,2,0,1
210,5,1,2,1,1
210,7,3,2,-1,0
