"subjID","cond1","cond2","choice","absOut","rltOut"
206,2,2,2,0.1,1
206,3,3,2,-1,0
206,4,4,2,0,1
206,1,1,1,0,0
206,2,2,2,0,0
206,1,1,1,0,0
206,3,3,1,-1,0
206,2,2,2,0.1,1
206,4,4,1,-0.1,0
206,4,4,2,-0.1,0
206,3,3,2,0,1
206,1,1,1,0,0
206,1,1,2,0,0
206,4,4,1,0,1
206,2,2,1,0.1,1
206,3,3,2,0,1
206,3,3,2,-1,0
206,2,2,2,0.1,1
206,2,2,1,0,0
206,1,1,1,0,0
206,1,1,2,1,1
206,3,3,1,-1,0
206,1,1,1,0,0
206,2,2,1,0.1,1
206,1,1,2,0,0
206,3,3,1,0,1
206,3,3,2,0,1
206,4,4,1,-0.1,0
206,4,4,2,0,1
206,4,4,1,-0.1,0
206,2,2,1,0,0
206,4,4,2,-0.1,0
206,3,3,2,0,1
206,2,2,1,0,0
206,4,4,1,-0.1,0
206,1,1,2,1,1
206,4,4,2,0,1
206,2,2,1,0.1,1
206,1,1,2,1,1
206,3,3,2,0,1
206,2,2,2,0,0
206,3,3,1,-1,0
206,2,2,2,0.1,1
206,3,3,2,0,1
206,4,4,2,0,1
206,1,1,2,1,1
206,4,4,2,-0.1,0
206,1,1,2,0,0
206,2,2,2,0.1,1
206,1,1,2,1,1
206,4,4,1,-0.1,0
206,3,3,2,0,1
206,4,4,1,-0.1,0
206,1,1,2,1,1
206,4,4,2,0,1
206,2,2,2,0.1,1
206,3,3,1,-1,0
206,1,1,1,1,1
206,4,4,2,0,1
206,3,3,2,0,1
206,1,1,2,0,0
206,3,3,1,0,1
206,2,2,2,0.1,1
206,2,2,2,0,0
206,2,2,2,0.1,1
206,3,3,2,0,1
206,3,3,2,0,1
206,3,3,2,-1,0
206,4,4,1,0,1
206,3,3,2,0,1
206,2,2,2,0.1,1
206,1,1,2,1,1
206,1,1,2,1,1
206,4,4,2,0,1
206,4,4,2,0,1
206,1,1,1,1,1
206,2,2,2,0.1,1
206,4,4,2,-0.1,0
206,1,1,1,0,0
206,2,2,1,0,0
206,8,4,1,-0.1,0
206,5,1,1,0,0
206,7,3,1,0,1
206,7,3,1,-1,0
206,5,1,2,1,1
206,8,4,1,-0.1,0
206,5,1,2,1,1
206,7,3,2,-1,0
206,6,2,2,0.1,1
206,6,2,1,0,0
206,6,2,1,0,0
206,5,1,2,0,0
206,8,4,2,-0.1,0
206,6,2,2,0.1,1
206,7,3,1,-1,0
206,8,4,1,0,1
206,8,4,1,0,1
206,5,1,1,0,0
206,6,2,1,0,0
206,5,1,1,0,0
206,6,2,2,0.1,1
206,5,1,2,1,1
206,6,2,1,0,0
206,7,3,2,0,1
206,7,3,2,-1,0
206,8,4,1,-0.1,0
206,6,2,1,0,0
206,8,4,2,0,1
206,5,1,2,1,1
206,7,3,1,-1,0
206,7,3,1,-1,0
206,8,4,1,-0.1,0
206,8,4,2,0,1
206,8,4,2,0,1
206,7,3,2,0,1
206,6,2,1,0,0
206,6,2,1,0,0
206,5,1,2,1,1
206,7,3,1,-1,0
206,5,1,2,1,1
206,6,2,1,0.1,1
206,7,3,1,0,1
206,6,2,1,0,0
206,8,4,2,0,1
206,5,1,1,1,1
206,8,4,2,-0.1,0
206,7,3,1,-1,0
206,5,1,1,0,0
206,7,3,2,-1,0
206,8,4,2,0,1
206,6,2,1,0,0
206,5,1,2,0,0
206,5,1,2,1,1
206,8,4,2,0,1
206,7,3,1,-1,0
206,5,1,2,1,1
206,6,2,1,0,0
206,8,4,2,-0.1,0
206,6,2,1,0,0
206,8,4,2,0,1
206,7,3,2,0,1
206,6,2,1,0.1,1
206,5,1,2,1,1
206,7,3,1,-1,0
206,7,3,1,-1,0
206,6,2,1,0,0
206,7,3,2,0,1
206,6,2,1,0,0
206,5,1,2,1,1
206,6,2,1,0,0
206,5,1,2,1,1
206,8,4,2,-0.1,0
206,5,1,2,1,1
206,6,2,1,0.1,1
206,7,3,2,0,1
206,8,4,2,0,1
206,8,4,2,0,1
206,5,1,2,0,0
206,7,3,2,-1,0
206,8,4,1,-0.1,0
