"subjID","cond1","cond2","choice","absOut","rltOut"
207,1,1,2,1,1
207,1,1,2,1,1
207,4,4,1,-0.1,0
207,3,3,2,-1,0
207,3,3,1,-1,0
207,4,4,2,0,1
207,4,4,2,0,1
207,2,2,2,0.1,1
207,3,3,1,-1,0
207,2,2,1,0.1,1
207,2,2,1,0,0
207,2,2,2,0.1,1
207,3,3,1,0,1
207,4,4,1,-0.1,0
207,1,1,2,1,1
207,1,1,2,0,0
207,1,1,2,1,1
207,3,3,1,0,1
207,4,4,1,0,1
207,1,1,2,1,1
207,3,3,1,-1,0
207,3,3,1,-1,0
207,2,2,2,0.1,1
207,1,1,2,1,1
207,3,3,2,0,1
207,1,1,2,0,0
207,4,4,1,-0.1,0
207,4,4,2,0,1
207,2,2,2,0.1,1
207,4,4,2,0,1
207,2,2,2,0,0
207,2,2,2,0.1,1
207,4,4,2,-0.1,0
207,2,2,2,0.1,1
207,2,2,2,0.1,1
207,3,3,2,0,1
207,4,4,2,0,1
207,1,1,2,1,1
207,1,1,2,1,1
207,4,4,2,0,1
207,3,3,2,0,1
207,3,3,2,0,1
207,1,1,2,0,0
207,4,4,2,0,1
207,2,2,2,0,0
207,1,1,2,1,1
207,3,3,2,-1,0
207,2,2,2,0.1,1
207,1,1,2,1,1
207,2,2,2,0,0
207,4,4,2,0,1
207,3,3,2,0,1
207,4,4,2,0,1
207,1,1,2,1,1
207,2,2,2,0.1,1
207,4,4,2,-0.1,0
207,1,1,2,0,0
207,3,3,2,0,1
207,2,2,2,0.1,1
207,2,2,2,0.1,1
207,3,3,2,0,1
207,4,4,2,0,1
207,3,3,2,-1,0
207,1,1,2,1,1
207,2,2,2,0.1,1
207,1,1,2,0,0
207,3,3,2,0,1
207,3,3,2,-1,0
207,1,1,2,1,1
207,2,2,2,0.1,1
207,4,4,2,0,1
207,2,2,2,0.1,1
207,2,2,2,0,0
207,1,1,2,1,1
207,1,1,2,1,1
207,4,4,2,-0.1,0
207,4,4,2,0,1
207,4,4,2,0,1
207,3,3,2,0,1
207,3,3,2,0,1
207,8,4,2,0,1
207,6,2,2,0,0
207,6,2,2,0.1,1
207,7,3,2,-1,0
207,5,1,1,0,0
207,6,2,2,0.1,1
207,7,3,1,-1,0
207,8,4,1,-0.1,0
207,5,1,2,1,1
207,7,3,2,0,1
207,6,2,1,0.1,1
207,5,1,2,1,1
207,8,4,2,0,1
207,5,1,2,0,0
207,7,3,1,0,1
207,8,4,1,-0.1,0
207,5,1,2,1,1
207,5,1,2,0,0
207,8,4,1,0,1
207,5,1,2,1,1
207,6,2,1,0,0
207,8,4,1,-0.1,0
207,7,3,1,-1,0
207,8,4,2,0,1
207,7,3,2,0,1
207,7,3,2,-1,0
207,5,1,2,1,1
207,8,4,1,-0.1,0
207,6,2,1,0,0
207,7,3,2,0,1
207,6,2,1,0,0
207,6,2,1,0.1,1
207,6,2,1,0.1,1
207,5,1,2,1,1
207,8,4,2,0,1
207,8,4,1,-0.1,0
207,5,1,2,1,1
207,7,3,2,0,1
207,8,4,2,0,1
207,6,2,1,0,0
207,5,1,2,0,0
207,7,3,2,0,1
207,5,1,2,1,1
207,7,3,2,-1,0
207,7,3,2,0,1
207,6,2,1,0,0
207,8,4,2,0,1
207,6,2,1,0,0
207,7,3,2,0,1
207,7,3,2,-1,0
207,5,1,2,1,1
207,6,2,1,0,0
207,5,1,2,1,1
207,5,1,2,1,1
207,8,4,2,0,1
207,7,3,2,0,1
207,8,4,2,0,1
207,8,4,2,-0.1,0
207,6,2,1,0,0
207,5,1,2,0,0
207,8,4,2,0,1
207,6,2,1,0.1,1
207,7,3,2,0,1
207,6,2,1,0,0
207,8,4,2,0,1
207,5,1,2,1,1
207,7,3,2,0,1
207,7,3,2,-1,0
207,5,1,2,1,1
207,7,3,2,0,1
207,8,4,1,-0.1,0
207,7,3,2,0,1
207,6,2,1,0,0
207,8,4,2,0,1
207,5,1,2,1,1
207,8,4,2,0,1
207,6,2,1,0.1,1
207,6,2,1,0,0
207,5,1,2,0,0
207,6,2,1,0,0
