"subjID","cond1","cond2","infoType","choice","outAbs","outRel","out_c_abs","out_c_rel"
99,3,3,0,2,0,1,0,1
99,3,3,0,1,-1,0,-1,0
99,3,3,0,2,0,1,-1,0
99,1,1,0,2,0,0,0,0
99,4,4,1,2,0,1,-0.1,0
99,2,2,1,2,0.1,1,0,0
99,2,2,1,2,0.1,1,0,0
99,4,4,1,2,0,1,-0.1,0
99,4,4,1,2,0,1,0,1
99,2,2,1,2,0.1,1,0,0
99,1,1,0,1,0,0,1,1
99,2,2,1,2,0,0,0.1,1
99,1,1,0,2,1,1,0,0
99,4,4,1,1,-0.1,0,-0.1,0
99,1,1,0,1,1,1,1,1
99,3,3,0,2,0,1,-1,0
99,2,2,1,2,0,0,0,0
99,3,3,0,2,0,1,0,1
99,2,2,1,2,0.1,1,0.1,1
99,2,2,1,2,0.1,1,0,0
99,3,3,0,2,-1,0,-1,0
99,3,3,0,2,0,1,-1,0
99,1,1,0,1,0,0,1,1
99,2,2,1,2,0.1,1,0,0
99,1,1,0,1,1,1,0,0
99,1,1,0,1,0,0,1,1
99,3,3,0,2,0,1,-1,0
99,1,1,0,1,0,0,1,1
99,4,4,1,1,-0.1,0,0,1
99,4,4,1,1,0,1,0,1
99,4,4,1,2,-0.1,0,-0.1,0
99,4,4,1,1,-0.1,0,0,1
99,3,3,0,2,0,1,-1,0
99,2,2,1,2,0.1,1,0,0
99,2,2,1,2,0,0,0,0
99,3,3,0,1,0,1,0,1
99,1,1,0,1,0,0,0,0
99,3,3,0,2,0,1,-1,0
99,4,4,1,1,-0.1,0,0,1
99,2,2,1,2,0.1,1,0.1,1
99,4,4,1,1,-0.1,0,-0.1,0
99,4,4,1,1,-0.1,0,0,1
99,4,4,1,2,0,1,0,1
99,2,2,1,2,0.1,1,0,0
99,1,1,0,1,0,0,1,1
99,1,1,0,1,1,1,1,1
99,1,1,0,1,0,0,1,1
99,3,3,0,2,-1,0,-1,0
99,4,4,1,1,-0.1,0,0,1
99,1,1,0,1,1,1,1,1
99,2,2,1,2,0,0,0,0
99,3,3,0,2,-1,0,0,1
99,1,1,0,1,0,0,1,1
99,3,3,0,2,0,1,-1,0
99,4,4,1,2,-0.1,0,0,1
99,3,3,0,2,0,1,-1,0
99,4,4,1,1,-0.1,0,0,1
99,1,1,0,2,1,1,0,0
99,2,2,1,2,0.1,1,0.1,1
99,2,2,1,2,0.1,1,0,0
99,4,4,1,1,-0.1,0,0,1
99,2,2,1,2,0.1,1,0,0
99,1,1,0,1,0,0,0,0
99,3,3,0,2,0,1,-1,0
99,1,1,0,1,1,1,1,1
99,4,4,1,1,-0.1,0,-0.1,0
99,3,3,0,2,0,1,-1,0
99,1,1,0,1,0,0,1,1
99,4,4,1,1,-0.1,0,0,1
99,2,2,1,2,0.1,1,0,0
99,4,4,1,1,-0.1,0,0,1
99,2,2,1,2,0,0,0,0
99,4,4,1,2,0,1,0,1
99,1,1,0,2,1,1,0,0
99,3,3,0,2,0,1,-1,0
99,1,1,0,2,0,0,0,0
99,3,3,0,2,0,1,-1,0
99,3,3,0,2,-1,0,0,1
99,2,2,1,2,0.1,1,0.1,1
99,2,2,1,2,0.1,1,0,0
99,6,2,0,1,0,0,0.1,1
99,6,2,0,2,0,0,0.1,1
99,8,4,0,2,0,1,-0.1,0
99,5,1,1,2,0,0,0,0
99,8,4,0,2,-0.1,0,-0.1,0
99,7,3,1,2,0,1,-1,0
99,6,2,0,2,0.1,1,0,0
99,6,2,0,2,0.1,1,0,0
99,5,1,1,2,1,1,0,0
99,5,1,1,2,1,1,1,1
99,7,3,1,2,-1,0,-1,0
99,8,4,0,2,0,1,-0.1,0
99,7,3,1,2,0,1,0,1
99,7,3,1,2,0,1,-1,0
99,5,1,1,2,1,1,0,0
99,8,4,0,2,0,1,0,1
99,8,4,0,2,0,1,-0.1,0
99,5,1,1,2,1,1,1,1
99,6,2,0,2,0.1,1,0,0
99,7,3,1,2,0,1,-1,0
99,6,2,0,2,0.1,1,0,0
99,7,3,1,2,-1,0,0,1
99,5,1,1,2,0,0,0,0
