"subjID","cond1","cond2","infoType","choice","outAbs","outRel","out_c_abs","out_c_rel"
79,4,4,1,1,-0.1,0,0,1
79,1,1,0,2,1,1,1,1
79,3,3,0,2,0,1,-1,0
79,2,2,1,1,0,0,0.1,1
79,3,3,0,2,-1,0,-1,0
79,4,4,1,1,-0.1,0,0,1
79,1,1,0,1,0,0,1,1
79,3,3,0,1,-1,0,0,1
79,1,1,0,2,1,1,0,0
79,2,2,1,1,0,0,0,0
79,1,1,0,1,0,0,0,0
79,2,2,1,1,0,0,0.1,1
79,4,4,1,1,0,1,-0.1,0
79,2,2,1,2,0.1,1,0.1,1
79,3,3,0,2,0,1,0,1
79,4,4,1,1,-0.1,0,0,1
79,2,2,1,1,0,0,0.1,1
79,3,3,0,1,0,1,-1,0
79,3,3,0,2,0,1,-1,0
79,3,3,0,2,0,1,-1,0
79,2,2,1,2,0.1,1,0,0
79,4,4,1,1,0,1,0,1
79,4,4,1,1,-0.1,0,0,1
79,2,2,1,2,0.1,1,0.1,1
79,3,3,0,2,0,1,-1,0
79,1,1,0,1,0,0,1,1
79,2,2,1,2,0,0,0,0
79,1,1,0,2,1,1,0,0
79,1,1,0,2,1,1,0,0
79,4,4,1,1,-0.1,0,0,1
79,1,1,0,2,0,0,1,1
79,4,4,1,1,-0.1,0,-0.1,0
79,4,4,1,1,-0.1,0,0,1
79,2,2,1,2,0.1,1,0,0
79,4,4,1,2,-0.1,0,-0.1,0
79,3,3,0,1,-1,0,0,1
79,2,2,1,2,0,0,0,0
79,2,2,1,2,0.1,1,0.1,1
79,4,4,1,1,0,1,0,1
79,4,4,1,1,-0.1,0,0,1
79,1,1,0,2,1,1,0,0
79,1,1,0,2,1,1,1,1
79,1,1,0,2,1,1,0,0
79,2,2,1,2,0.1,1,0,0
79,1,1,0,2,0,0,0,0
79,3,3,0,2,0,1,-1,0
79,3,3,0,2,-1,0,0,1
79,3,3,0,1,-1,0,0,1
79,3,3,0,2,-1,0,-1,0
79,1,1,0,2,0,0,0,0
79,1,1,0,2,1,1,0,0
79,2,2,1,2,0.1,1,0,0
79,2,2,1,1,0,0,0.1,1
79,4,4,1,1,-0.1,0,0,1
79,4,4,1,2,0,1,-0.1,0
79,3,3,0,1,-1,0,0,1
79,3,3,0,2,0,1,-1,0
79,2,2,1,2,0.1,1,0.1,1
79,4,4,1,2,0,1,-0.1,0
79,3,3,0,2,0,1,0,1
79,1,1,0,1,1,1,1,1
79,4,4,1,1,0,1,-0.1,0
79,1,1,0,2,1,1,0,0
79,2,2,1,2,0,0,0,0
79,2,2,1,1,0,0,0,0
79,4,4,1,1,-0.1,0,0,1
79,4,4,1,2,-0.1,0,-0.1,0
79,3,3,0,2,0,1,-1,0
79,4,4,1,1,-0.1,0,0,1
79,1,1,0,2,0,0,1,1
79,4,4,1,1,0,1,0,1
79,1,1,0,2,1,1,0,0
79,3,3,0,2,0,1,-1,0
79,1,1,0,1,0,0,1,1
79,3,3,0,2,0,1,-1,0
79,2,2,1,2,0.1,1,0,0
79,2,2,1,2,0.1,1,0.1,1
79,2,2,1,2,0.1,1,0,0
79,1,1,0,2,1,1,0,0
79,3,3,0,1,0,1,-1,0
79,5,1,1,1,0,0,1,1
79,6,2,0,2,0.1,1,0.1,1
79,8,4,0,2,0,1,0,1
79,5,1,1,1,1,1,1,1
79,8,4,0,2,0,1,-0.1,0
79,7,3,1,1,0,1,0,1
79,5,1,1,2,0,0,0,0
79,5,1,1,2,1,1,0,0
79,8,4,0,2,0,1,-0.1,0
79,8,4,0,2,-0.1,0,-0.1,0
79,6,2,0,2,0.1,1,0,0
79,6,2,0,2,0,0,0,0
79,7,3,1,2,-1,0,-1,0
79,6,2,0,2,0.1,1,0,0
79,7,3,1,2,0,1,-1,0
79,7,3,1,2,0,1,-1,0
79,5,1,1,2,1,1,0,0
79,8,4,0,2,0,1,-0.1,0
79,7,3,1,1,-1,0,0,1
79,8,4,0,2,-0.1,0,-0.1,0
79,8,4,0,2,0,1,0,1
79,5,1,1,1,1,1,1,1
79,8,4,0,2,0,1,-0.1,0
79,6,2,0,2,0.1,1,0.1,1
79,6,2,0,2,0.1,1,0,0
79,7,3,1,2,0,1,-1,0
79,5,1,1,1,0,0,0,0
79,7,3,1,2,-1,0,-1,0
79,6,2,0,2,0,0,0,0
79,6,2,0,2,0.1,1,0,0
79,7,3,1,1,0,1,0,1
79,5,1,1,2,1,1,0,0
79,6,2,0,2,0.1,1,0.1,1
79,5,1,1,2,1,1,0,0
79,7,3,1,1,0,1,0,1
79,7,3,1,1,-1,0,0,1
79,7,3,1,1,-1,0,-1,0
79,5,1,1,2,1,1,1,1
79,8,4,0,2,0,1,-0.1,0
79,6,2,0,2,0,0,0,0
79,7,3,1,1,-1,0,0,1
79,6,2,0,2,0.1,1,0,0
79,5,1,1,2,1,1,0,0
79,6,2,0,2,0.1,1,0,0
79,5,1,1,2,0,0,0,0
79,8,4,0,1,-0.1,0,-0.1,0
79,8,4,0,2,0,1,0,1
79,8,4,0,2,0,1,-0.1,0
79,6,2,0,2,0,0,0.1,1
79,6,2,0,2,0.1,1,0,0
79,5,1,1,2,1,1,0,0
79,8,4,0,2,-0.1,0,-0.1,0
79,5,1,1,2,1,1,0,0
79,7,3,1,1,0,1,0,1
79,7,3,1,1,-1,0,0,1
79,5,1,1,2,1,1,1,1
79,6,2,0,2,0.1,1,0,0
79,5,1,1,1,0,0,0,0
79,7,3,1,2,0,1,-1,0
79,8,4,0,2,0,1,-0.1,0
79,8,4,0,2,0,1,0,1
79,7,3,1,1,-1,0,-1,0
79,8,4,0,1,-0.1,0,0,1
79,6,2,0,2,0.1,1,0,0
79,6,2,0,2,0.1,1,0,0
79,8,4,0,2,0,1,-0.1,0
79,5,1,1,2,1,1,0,0
79,7,3,1,2,0,1,-1,0
79,8,4,0,2,-0.1,0,-0.1,0
79,7,3,1,2,0,1,-1,0
79,6,2,0,2,0.1,1,0.1,1
79,5,1,1,1,1,1,1,1
79,7,3,1,2,0,1,0,1
79,8,4,0,1,0,1,0,1
79,6,2,0,2,0,0,0,0
79,8,4,0,2,0,1,-0.1,0
79,7,3,1,2,-1,0,-1,0
79,5,1,1,2,1,1,0,0
79,5,1,1,2,0,0,0,0
79,6,2,0,2,0.1,1,0,0
