"subjID","cond1","cond2","infoType","choice","outAbs","outRel","out_c_abs","out_c_rel"
84,4,4,0,2,-0.1,0,-0.1,0
84,2,2,0,2,0,0,0.1,1
84,3,3,1,2,0,1,-1,0
84,3,3,1,1,-1,0,0,1
84,4,4,0,1,-0.1,0,0,1
84,3,3,1,2,-1,0,-1,0
84,2,2,0,2,0.1,1,0,0
84,3,3,1,2,0,1,0,1
84,1,1,1,1,0,0,1,1
84,2,2,0,1,0,0,0.1,1
84,1,1,1,2,0,0,1,1
84,4,4,0,1,0,1,0,1
84,4,4,0,1,-0.1,0,0,1
84,1,1,1,1,0,0,1,1
84,1,1,1,2,1,1,0,0
84,2,2,0,1,0,0,0.1,1
84,1,1,1,1,0,0,1,1
84,4,4,0,2,-0.1,0,0,1
84,3,3,1,2,0,1,-1,0
84,4,4,0,2,0,1,-0.1,0
84,1,1,1,1,0,0,1,1
84,2,2,0,2,0,0,0,0
84,3,3,1,2,-1,0,0,1
84,2,2,0,1,0,0,0.1,1
84,4,4,0,2,0,1,-0.1,0
84,2,2,0,2,0.1,1,0,0
84,4,4,0,2,0,1,-0.1,0
84,2,2,0,2,0.1,1,0.1,1
84,1,1,1,1,0,0,0,0
84,1,1,1,1,1,1,1,1
84,3,3,1,2,0,1,-1,0
84,3,3,1,1,-1,0,0,1
84,2,2,0,1,0,0,0.1,1
84,3,3,1,2,0,1,-1,0
84,1,1,1,1,0,0,0,0
84,4,4,0,2,0,1,-0.1,0
84,3,3,1,2,0,1,-1,0
84,4,4,0,1,0,1,-0.1,0
84,3,3,1,2,-1,0,-1,0
84,3,3,1,2,0,1,0,1
84,4,4,0,1,-0.1,0,0,1
84,2,2,0,2,0.1,1,0,0
84,2,2,0,2,0,0,0,0
84,1,1,1,2,1,1,0,0
84,1,1,1,2,1,1,0,0
84,4,4,0,2,0,1,-0.1,0
84,2,2,0,1,0.1,1,0.1,1
84,1,1,1,1,1,1,1,1
84,2,2,0,2,0.1,1,0,0
84,2,2,0,2,0.1,1,0.1,1
84,4,4,0,2,-0.1,0,0,1
84,1,1,1,1,0,0,1,1
84,4,4,0,2,0,1,-0.1,0
84,3,3,1,2,0,1,0,1
84,1,1,1,1,0,0,1,1
84,3,3,1,2,0,1,-1,0
84,1,1,1,1,1,1,0,0
84,4,4,0,2,0,1,-0.1,0
84,3,3,1,1,-1,0,0,1
84,4,4,0,2,0,1,-0.1,0
84,1,1,1,1,0,0,1,1
84,3,3,1,1,-1,0,-1,0
84,2,2,0,1,0,0,0,0
84,2,2,0,1,0,0,0.1,1
84,1,1,1,1,0,0,1,1
84,2,2,0,2,0,0,0,0
84,3,3,1,2,0,1,-1,0
84,2,2,0,1,0,0,0.1,1
84,3,3,1,2,0,1,-1,0
84,1,1,1,1,0,0,1,1
84,4,4,0,1,-0.1,0,0,1
84,1,1,1,1,0,0,0,0
84,2,2,0,2,0.1,1,0,0
84,3,3,1,2,0,1,-1,0
84,4,4,0,1,0,1,0,1
84,3,3,1,2,-1,0,0,1
84,2,2,0,1,0.1,1,0.1,1
84,4,4,0,2,0,1,-0.1,0
84,4,4,0,2,-0.1,0,-0.1,0
84,1,1,1,1,1,1,1,1
84,5,1,0,1,0,0,0,0
84,6,2,1,1,0,0,0.1,1
84,5,1,0,2,1,1,0,0
84,7,3,0,1,-1,0,0,1
84,8,4,1,2,0,1,-0.1,0
84,7,3,0,2,-1,0,0,1
84,8,4,1,1,-0.1,0,0,1
84,7,3,0,2,0,1,-1,0
84,6,2,1,1,0,0,0,0
84,6,2,1,1,0,0,0.1,1
84,8,4,1,2,-0.1,0,0,1
84,8,4,1,1,-0.1,0,0,1
84,6,2,1,1,0.1,1,0.1,1
84,7,3,0,1,-1,0,0,1
84,5,1,0,1,0,0,1,1
84,5,1,0,1,1,1,1,1
84,5,1,0,2,1,1,0,0
84,6,2,1,1,0,0,0.1,1
84,8,4,1,1,-0.1,0,-0.1,0
84,5,1,0,1,0,0,1,1
84,6,2,1,2,0,0,0,0
84,6,2,1,2,0.1,1,0,0
84,7,3,0,2,0,1,-1,0
84,6,2,1,2,0.1,1,0.1,1
84,7,3,0,1,-1,0,0,1
84,8,4,1,1,-0.1,0,0,1
84,7,3,0,1,-1,0,-1,0
84,8,4,1,1,0,1,0,1
84,5,1,0,1,0,0,0,0
84,7,3,0,1,0,1,0,1
84,8,4,1,2,0,1,-0.1,0
84,5,1,0,2,1,1,1,1
84,8,4,1,2,0,1,-0.1,0
84,8,4,1,1,-0.1,0,0,1
84,6,2,1,2,0.1,1,0,0
84,7,3,0,2,-1,0,-1,0
84,5,1,0,1,1,1,1,1
84,6,2,1,2,0.1,1,0,0
84,7,3,0,1,-1,0,0,1
84,8,4,1,2,0,1,0,1
84,5,1,0,2,1,1,0,0
84,8,4,1,1,-0.1,0,-0.1,0
84,7,3,0,1,0,1,0,1
84,7,3,0,1,-1,0,0,1
84,5,1,0,2,0,0,0,0
84,6,2,1,2,0,0,0.1,1
84,6,2,1,2,0.1,1,0,0
84,5,1,0,2,1,1,0,0
84,6,2,1,2,0,0,0,0
